Date,Time,Ping (ms),Jitter (ms),Download (Mbps),Upload (Mbps)
Date,Time,Ping (ms),Jitter (ms),Download (Mbps),Upload (Mbps)08/01/22,21:41,36.68,1.42,58.40,6.82
