Date,Time,Ping (ms),Jitter (ms),Download (Mbps),Upload (Mbps)
Date,Time,Ping (ms),Jitter (ms),Download (Mbps),Upload (Mbps)08/01/22,22:32,37.15,0.77,81.65,7.66
