Date,Time,Ping (ms),Jitter (ms),Download (Mbps),Upload (Mbps)
Date,Time,Ping (ms),Jitter (ms),Download (Mbps),Upload (Mbps)08/01/22,21:34,37.90,11.86,33.99,4.36
